meta_call,report_text,question_output,answer,actions_output
2_act,Reporting a cracking sound from the hillside in Tawa.,"Is it raining in the area, is there any other signs of movement on the slope (e.g., falling rocks, water flowing out of the slope, trees tipping over)? ",A large section has given way and it's still moving.,"call_111, evacuate"
2_act,Reporting a large new pothole in Linden.,"Is the road still passable, or is it fully blocked?","Still passable, cars are just going around it carefully.",document_further
2_act,Just noticed a tree fallen across the road around Southgate.,"Is the road still passable, or is it fully blocked?","One lane's blocked, traffic's backed up quite a bit.","monitor_situation, document_further"
2_act,There's flooding near the local shops near Paparangi.,"Can you tell us roughly how deep the water is, and whether it's still rising?",Knee-deep outside our house now and rising fast.,"call_111, evacuate"
2_act,Reporting nonstop heavy rain in Petone.,"Is the rain causing any pooling or flooding near you, or just heavy?",Starting to pool in the driveway and gutters can't keep up.,monitor_situation
2_act,A gentle tremor on our street in Thorndon.,"Can you confirm roughly how strong the shaking felt, on a scale from barely noticeable to extreme shaking that damaged or destroyed buildings?","Pretty mild, just a wobble — nothing fell or broke that I can see.",none
2_act,Just noticed a new crack across the driveway around Karori.,"Is it just cosmetic, or does it look like it might be structural?","Looks serious, part of the wall is visibly out of alignment now.","call_111, evacuate"
2_act,Just noticed a small slip on the bank behind the house around Mount Victoria.,"Is it raining in the area, is there any other signs of movement on the slope (e.g., falling rocks, water flowing out of the slope, trees tipping over)? ","Just early signs, nothing's actually come down yet.",monitor_situation
2_act,There's a strong shake near Paparangi.,"Can you confirm roughly how strong the shaking felt, on a scale from barely noticeable to extreme shaking that damaged or destroyed buildings?",Very strong — a shelf came down and there's a new crack across the wall.,"call_111, document_further"
2_act,"An unusual, hard-to-place smell on our street in Thorndon.",Does it smell like gas? ,"No, it smells like rubbish",none
2_act,Reporting a multi-car crash in Lower Hutt.,"Can you tell us if anyone appears to be hurt, or if it's just vehicle damage?",Someone's not moving and others are crowded around them.,call_111
2_act,There's very strong wind gusts near Khandallah.,"Has anything actually been damaged, or is it just noisy so far?","Just noisy so far, nothing damaged that I can see.",none
2_act,There's torrential rain near Highbury.,"Is the rain causing any pooling or flooding near you, or just heavy?",Starting to pool in the driveway and gutters can't keep up.,monitor_situation
2_act,Reporting a spreading damp patch on the ceiling in Maupuia.,"Is it just cosmetic, or does it look like it might be structural?","Looks serious, part of the wall is visibly out of alignment now.","call_111, evacuate"
2_act,Reporting a burning smell with no flames visible in Newlands.,"Can you see any actual flames, or is it just smoke/smell so far?","Yes, I can see flames now, and it looks like it's spreading.","call_111, evacuate"
2_act,Smoke rising from the reserve on our street in Paraparaumu.,"Can you see any actual flames, or is it just smoke/smell so far?","Just smoke, no flames visible, and it's not getting any thicker.",monitor_situation
2_act,A multi-car crash on our street in Newtown.,"Can you tell us if anyone appears to be hurt, or if it's just vehicle damage?","Doesn't look like anyone's hurt, just some vehicle damage, people are out and talking.",document_further
2_act,Just noticed windows rattling from a shake around Waitangirua.,"Can you confirm roughly how strong the shaking felt, on a scale from barely noticeable to extreme shaking that damaged or destroyed buildings?","Pretty mild, just a wobble — nothing fell or broke that I can see.",none
2_act,There's thick smoke drifting through the street near Rongotai.,"Can you see any actual flames, or is it just smoke/smell so far?","Just smoke, no flames visible, and it's not getting any thicker.",monitor_situation
2_act,There's an odd water level at the wharf near Plimmerton.,"When did you first notice the odd water level, and have you heard any unusual sounds coming from the sea, or felt any ground shaking? ","Never seen anything like it, and people are still out on the beach. I didn't hear or feel anything by the sea. ",monitor_situation
2_act,Just noticed a slip blocking part of the walking track around Southgate.,"Is it raining in the area, is there any other signs of movement on the slope (e.g., falling rocks, water flowing out of the slope, trees tipping over)? ","It's not raining anymore, no water is coming out but trees are tipped over. ","call_111, evacuate"
2_act,There's an unusually low tide near Thorndon.,"When did you first notice the unnusually low tide, and have you heard any unusual sounds coming from the sea, or felt any ground shaking? ","I noticed it just now, and I heard a large booming sound coming from the ocean. ",evacuate
2_act,There's a collapsed fence panel near Glenside.,"Is it just cosmetic, or does it look like it might be structural?","Looks pretty minor and cosmetic, not affecting anything else.",none
2_act,Reporting torrential rain in Crofton Downs.,"Is the rain causing any pooling or flooding near you, or just heavy?","Just heavy so far, no pooling that I've noticed.",none
2_act,Just noticed a motorbike accident around Carterton.,"Can you tell us if anyone appears to be hurt, or if it's just vehicle damage?",Someone's not moving and others are crowded around them.,call_111
2_act,There's water rising fast in the gutter near Rongotai.,"Can you tell us roughly how deep the water is, and whether it's still rising?",Knee-deep outside our house now and rising fast.,"call_111, evacuate"
2_act,There's a collapsed fence panel near Tawa.,"Is it just cosmetic, or does it look like it might be structural?","Looks pretty minor and cosmetic, not affecting anything else.",none
2_act,Water coming up through a drain on our street in Owhiro Bay.,"Can you tell us roughly how deep the water is, and whether it's still rising?","Ankle-deep and rising slowly, cars are still getting through.","monitor_situation, check_neighbours"
2_act,Rain coming down very hard on our street in Berhampore.,"Is the rain causing any pooling or flooding near you, or just heavy?","Just heavy so far, no pooling that I've noticed.",none
2_act,There's the house swaying near Lyall Bay.,"Can you confirm roughly how strong the shaking felt, on a scale from barely noticeable to extreme shaking that damaged or destroyed buildings?","Fairly strong — a couple of things fell off a shelf, nothing major broken.","monitor_situation, document_further"
2_act,Just noticed a wall bulging at the base around Newtown.,When did you first notice the bulging and did it start after heavy rainfall? ,"Seems to be spreading a bit, worth keeping an eye on.","monitor_situation, document_further"
2_act,Just noticed a spreading damp patch on the ceiling around Mount Victoria.,"Is it just cosmetic, or does it look like it might be structural?","Looks pretty minor and cosmetic, not affecting anything else.",none
2_act,There's two cars colliding near Brooklyn.,"Can you tell us if anyone appears to be hurt, or if it's just vehicle damage?",Someone's not moving and others are crowded around them.,call_111
2_act,There's a sudden jolt near Upper Hutt.,"Can you confirm roughly how strong the shaking felt, on a scale from barely noticeable to extreme shaking that damaged or destroyed buildings?",Very strong — a shelf came down and there's a new crack across the wall.,"call_111, document_further"
2_act,There's a sharp jolt near Whitby.,"Can you confirm roughly how strong the shaking felt, on a scale from barely noticeable to extreme shaking that damaged or destroyed buildings?",Very strong — a shelf came down and there's a new crack across the wall.,"call_111, document_further"
